input_1,input_2,input_3,label_id,label,split
3931,3158,3599,2,KERTAS,train
1245,1560,4051,3,TIDAK_VALID,train
3234,2509,3330,3,TIDAK_VALID,train
4045,3801,787,1,GUNTING,train
4040,3845,3377,2,KERTAS,validation
698,205,462,0,BATU,test
460,200,330,0,BATU,test
3656,3320,3447,2,KERTAS,train
3017,1196,1854,3,TIDAK_VALID,train
3594,3056,373,1,GUNTING,train
3317,3783,153,1,GUNTING,train
3972,3721,3055,2,KERTAS,validation
1126,369,325,0,BATU,validation
720,606,103,0,BATU,train
2423,1797,3100,3,TIDAK_VALID,train
2925,2912,3349,2,KERTAS,train
1122,1109,1019,0,BATU,train
3315,3863,1012,1,GUNTING,test
2993,1171,2639,3,TIDAK_VALID,validation
2034,3421,1739,3,TIDAK_VALID,train
3024,3005,768,1,GUNTING,test
249,663,591,0,BATU,train
3252,1332,1786,3,TIDAK_VALID,train
3796,4093,588,1,GUNTING,train
405,1171,45,0,BATU,test
3280,668,2758,3,TIDAK_VALID,train
3518,441,2596,3,TIDAK_VALID,train
3525,2938,215,1,GUNTING,validation
47,674,553,0,BATU,test
3594,2898,9,1,GUNTING,train
316,2837,3418,3,TIDAK_VALID,train
2920,3663,3559,2,KERTAS,train
2882,3409,3446,2,KERTAS,train
462,1212,882,0,BATU,train
1038,546,1494,3,TIDAK_VALID,train
4053,3204,3808,2,KERTAS,train
1979,483,3365,3,TIDAK_VALID,validation
3509,3754,1958,3,TIDAK_VALID,train
1672,167,270,3,TIDAK_VALID,test
857,116,1199,0,BATU,train
2478,105,2959,3,TIDAK_VALID,validation
1759,3007,684,3,TIDAK_VALID,train
3998,3828,2999,2,KERTAS,test
3964,3635,3569,2,KERTAS,train
1882,1845,586,3,TIDAK_VALID,train
3928,3966,2968,2,KERTAS,test
366,1075,66,0,BATU,test
3832,3593,124,1,GUNTING,train
3354,3675,1117,1,GUNTING,validation
2052,755,2649,3,TIDAK_VALID,validation
590,3295,244,3,TIDAK_VALID,train
207,348,514,0,BATU,train
71,1134,698,0,BATU,train
160,584,279,0,BATU,train
3185,3374,516,1,GUNTING,validation
1200,391,567,0,BATU,train
1472,2914,1666,3,TIDAK_VALID,validation
3767,252,127,3,TIDAK_VALID,test
1191,1210,354,0,BATU,train
3119,3793,3335,2,KERTAS,validation
4074,1760,4054,3,TIDAK_VALID,train
3868,3899,3589,2,KERTAS,train
3250,4073,1185,1,GUNTING,train
3411,3625,1067,1,GUNTING,train
3402,3294,836,1,GUNTING,validation
3848,3291,632,1,GUNTING,validation
3468,2959,833,1,GUNTING,train
3676,3554,376,1,GUNTING,train
3688,3555,1087,1,GUNTING,train
2136,2762,2764,3,TIDAK_VALID,train
3878,3354,3774,2,KERTAS,train
3301,3184,3325,2,KERTAS,test
182,1122,636,0,BATU,train
233,1104,311,0,BATU,train
3634,3521,3566,2,KERTAS,train
3564,3295,3270,2,KERTAS,test
3582,3373,571,1,GUNTING,train
3886,2352,1988,3,TIDAK_VALID,train
3442,3706,3801,2,KERTAS,train
436,1980,3459,3,TIDAK_VALID,train
4009,3853,3051,2,KERTAS,test
3006,3463,3249,2,KERTAS,train
2224,3723,3288,3,TIDAK_VALID,train
2848,2031,2560,3,TIDAK_VALID,train
1065,140,900,0,BATU,train
434,1066,337,0,BATU,test
3136,3734,3676,2,KERTAS,train
399,981,1177,0,BATU,train
1373,3192,433,3,TIDAK_VALID,train
3327,3734,3551,2,KERTAS,train
516,188,191,0,BATU,validation
1423,421,1237,3,TIDAK_VALID,validation
1857,84,3637,3,TIDAK_VALID,validation
2466,2366,203,3,TIDAK_VALID,train
4059,3430,3268,2,KERTAS,train
2953,2889,31,1,GUNTING,train
640,527,571,0,BATU,train
2965,3986,915,1,GUNTING,train
3474,2858,2173,3,TIDAK_VALID,train
3664,413,3536,3,TIDAK_VALID,train
2668,460,1834,3,TIDAK_VALID,test
1496,177,2279,3,TIDAK_VALID,train
3265,3261,3945,2,KERTAS,validation
275,460,115,0,BATU,validation
1166,120,780,0,BATU,validation
906,88,634,0,BATU,train
3050,4008,447,1,GUNTING,train
3505,190,1284,3,TIDAK_VALID,train
3629,3375,578,1,GUNTING,train
3866,3064,3122,2,KERTAS,train
3243,2909,346,1,GUNTING,train
4071,3050,2917,2,KERTAS,test
3805,3739,3273,2,KERTAS,train
934,949,254,0,BATU,train
3592,3046,919,1,GUNTING,train
3074,3873,1004,1,GUNTING,train
243,1058,1011,0,BATU,train
61,485,1125,0,BATU,test
3654,979,1309,3,TIDAK_VALID,train
1810,2429,3409,3,TIDAK_VALID,train
562,25,307,0,BATU,train
2350,2084,339,3,TIDAK_VALID,train
3152,3023,815,1,GUNTING,validation
1482,1579,2129,3,TIDAK_VALID,train
2997,4062,1062,1,GUNTING,train
790,43,44,0,BATU,test
3426,4009,690,1,GUNTING,train
3392,3280,3052,2,KERTAS,train
1846,3795,4022,3,TIDAK_VALID,validation
2922,3879,517,1,GUNTING,train
2774,3168,1724,3,TIDAK_VALID,train
3731,3874,3438,2,KERTAS,train
3022,3267,153,1,GUNTING,test
885,1183,961,0,BATU,train
983,221,799,0,BATU,validation
3986,3004,453,1,GUNTING,test
3949,3354,299,1,GUNTING,validation
3706,2928,1209,1,GUNTING,test
3220,2946,430,1,GUNTING,train
3583,4084,297,1,GUNTING,train
137,472,74,0,BATU,train
299,1057,959,0,BATU,validation
897,2721,2274,3,TIDAK_VALID,train
3417,2886,1184,1,GUNTING,train
791,1011,545,0,BATU,train
3302,3067,278,1,GUNTING,train
3950,3957,2870,2,KERTAS,test
1994,1503,3050,3,TIDAK_VALID,test
3489,4003,4083,2,KERTAS,train
3640,4016,981,1,GUNTING,train
203,1752,3468,3,TIDAK_VALID,train
3913,3163,661,1,GUNTING,train
1142,987,269,0,BATU,test
1159,156,978,0,BATU,train
3946,3453,3519,2,KERTAS,train
817,1916,1045,3,TIDAK_VALID,train
2121,1448,307,3,TIDAK_VALID,train
3195,2158,715,3,TIDAK_VALID,train
3100,3252,4017,2,KERTAS,validation
2436,869,756,3,TIDAK_VALID,train
218,3678,22,3,TIDAK_VALID,train
572,642,938,0,BATU,train
4039,3199,627,1,GUNTING,test
3379,3947,70,1,GUNTING,train
3133,3239,3517,2,KERTAS,train
3455,3800,1403,3,TIDAK_VALID,train
3647,3333,1135,1,GUNTING,train
1610,376,15,3,TIDAK_VALID,train
3930,2883,995,1,GUNTING,test
2887,3448,202,1,GUNTING,train
3200,3306,588,1,GUNTING,train
159,199,2540,3,TIDAK_VALID,train
2761,2006,2305,3,TIDAK_VALID,test
954,996,874,0,BATU,train
1174,386,3,0,BATU,test
3880,4094,455,1,GUNTING,test
728,280,783,0,BATU,train
3170,3680,192,1,GUNTING,train
3211,3361,3626,2,KERTAS,train
3249,3141,965,1,GUNTING,train
3616,3040,610,1,GUNTING,test
3427,3258,597,1,GUNTING,validation
3773,3047,302,1,GUNTING,validation
383,938,513,0,BATU,validation
2562,2307,2930,3,TIDAK_VALID,validation
2885,3982,4034,2,KERTAS,validation
1228,408,590,0,BATU,test
919,1606,1214,3,TIDAK_VALID,test
3120,2959,3811,2,KERTAS,test
707,1065,306,0,BATU,test
3950,3124,112,1,GUNTING,train
3029,3975,3538,2,KERTAS,train
4045,4027,878,1,GUNTING,train
3822,3878,493,1,GUNTING,validation
516,231,416,0,BATU,train
3117,4091,1142,1,GUNTING,test
1199,21,761,0,BATU,test
571,2913,908,3,TIDAK_VALID,train
3931,4000,684,1,GUNTING,train
3661,3382,215,1,GUNTING,train
3476,2238,3669,3,TIDAK_VALID,test
3377,3174,661,1,GUNTING,train
3179,3261,3500,2,KERTAS,train
34,902,161,0,BATU,test
3282,1144,23,3,TIDAK_VALID,test
1235,2877,415,3,TIDAK_VALID,train
2176,3015,3997,3,TIDAK_VALID,validation
3273,3527,79,1,GUNTING,validation
251,2253,2393,3,TIDAK_VALID,train
1931,342,73,3,TIDAK_VALID,train
3311,3475,823,1,GUNTING,test
3019,3378,1069,1,GUNTING,train
2939,3812,3196,2,KERTAS,train
3013,3802,3122,2,KERTAS,validation
3363,3825,3780,2,KERTAS,validation
3035,3048,3602,2,KERTAS,train
2447,3046,2806,3,TIDAK_VALID,validation
697,488,547,0,BATU,train
852,1041,292,0,BATU,train
1518,2558,3196,3,TIDAK_VALID,validation
464,1244,3510,3,TIDAK_VALID,validation
2993,3194,3998,2,KERTAS,test
868,649,1076,0,BATU,validation
3085,2991,940,1,GUNTING,train
3306,720,3821,3,TIDAK_VALID,train
1808,3037,2862,3,TIDAK_VALID,train
2961,3576,3021,2,KERTAS,train
3648,4075,3967,2,KERTAS,train
3847,4076,3561,2,KERTAS,train
1848,803,732,3,TIDAK_VALID,train
3928,2917,178,1,GUNTING,train
3928,661,923,3,TIDAK_VALID,test
3986,2965,3569,2,KERTAS,validation
1146,1205,86,0,BATU,train
92,897,1043,0,BATU,train
3002,4003,3505,2,KERTAS,train
78,240,698,0,BATU,train
550,3047,1921,3,TIDAK_VALID,train
926,3068,1195,3,TIDAK_VALID,test
3414,4027,3586,2,KERTAS,validation
774,420,838,0,BATU,test
585,1149,73,0,BATU,train
1908,3438,1986,3,TIDAK_VALID,train
459,116,917,0,BATU,train
3532,2883,4045,2,KERTAS,train
3425,4039,352,1,GUNTING,train
3858,1026,3280,3,TIDAK_VALID,train
3363,3526,565,1,GUNTING,train
1018,406,12,0,BATU,test
3467,3161,3252,2,KERTAS,train
1126,1948,3666,3,TIDAK_VALID,train
3027,3112,3236,2,KERTAS,validation
2997,3611,733,1,GUNTING,validation
4075,3677,725,1,GUNTING,validation
537,264,502,0,BATU,train
3956,2909,28,1,GUNTING,validation
980,3222,1415,3,TIDAK_VALID,train
1895,2104,2721,3,TIDAK_VALID,test
488,222,722,0,BATU,validation
3956,3575,3009,2,KERTAS,train
3307,3624,432,1,GUNTING,train
3449,3244,450,1,GUNTING,test
513,105,155,0,BATU,validation
711,79,565,0,BATU,test
3236,2929,430,1,GUNTING,test
687,461,579,0,BATU,validation
833,1001,289,0,BATU,train
3121,4011,3363,2,KERTAS,train
2469,1657,2257,3,TIDAK_VALID,train
1047,703,263,0,BATU,train
3171,3247,306,1,GUNTING,train
3631,3370,978,1,GUNTING,test
3445,3409,3787,2,KERTAS,test
2551,3000,1164,3,TIDAK_VALID,validation
1951,727,1998,3,TIDAK_VALID,train
3048,3301,473,1,GUNTING,train
3993,3249,3678,2,KERTAS,train
3152,3740,3058,2,KERTAS,train
3264,3159,17,1,GUNTING,train
2171,2366,2864,3,TIDAK_VALID,train
3010,3572,3097,2,KERTAS,train
3320,3203,896,1,GUNTING,train
3637,3040,2895,2,KERTAS,train
3995,3462,465,1,GUNTING,test
3034,3636,3258,2,KERTAS,train
843,15,558,0,BATU,train
3625,3316,4055,2,KERTAS,train
3024,3128,3827,2,KERTAS,train
39,177,755,0,BATU,train
3168,3633,173,1,GUNTING,test
3937,3026,100,1,GUNTING,validation
1070,815,536,0,BATU,validation
3190,3455,3279,2,KERTAS,train
3316,2919,464,1,GUNTING,train
3279,2586,3329,3,TIDAK_VALID,train
2933,609,4005,3,TIDAK_VALID,train
2710,66,2887,3,TIDAK_VALID,train
3241,3307,3633,2,KERTAS,train
443,630,905,0,BATU,train
2564,370,1502,3,TIDAK_VALID,validation
3737,4031,112,1,GUNTING,train
2958,3701,880,1,GUNTING,train
1447,973,502,3,TIDAK_VALID,train
3122,3096,3470,2,KERTAS,train
684,364,209,0,BATU,train
2941,583,213,3,TIDAK_VALID,test
541,679,804,0,BATU,train
147,569,915,0,BATU,validation
3457,1794,3913,3,TIDAK_VALID,train
2917,3118,3009,2,KERTAS,test
3653,2965,3585,2,KERTAS,train
584,328,634,0,BATU,validation
457,2881,1765,3,TIDAK_VALID,train
278,618,1217,0,BATU,train
3353,3375,744,1,GUNTING,train
61,2942,325,3,TIDAK_VALID,test
3838,3163,1062,1,GUNTING,train
3171,3440,3576,2,KERTAS,validation
3014,234,1742,3,TIDAK_VALID,train
3832,3733,4057,2,KERTAS,train
779,1206,762,0,BATU,train
666,2642,3021,3,TIDAK_VALID,validation
1071,740,164,0,BATU,train
750,545,1150,0,BATU,train
3861,2222,1845,3,TIDAK_VALID,train
634,1150,1200,0,BATU,train
466,635,911,0,BATU,train
3280,3524,88,1,GUNTING,test
424,312,815,0,BATU,validation
3091,2950,806,1,GUNTING,train
3553,2871,3213,2,KERTAS,test
3649,3228,2976,2,KERTAS,train
3205,3107,3129,2,KERTAS,train
1016,594,826,0,BATU,test
3511,3951,359,1,GUNTING,train
3087,3383,87,1,GUNTING,train
3343,3548,116,1,GUNTING,train
2879,3636,3015,2,KERTAS,train
3896,3568,3258,2,KERTAS,validation
3365,1896,970,3,TIDAK_VALID,train
1293,597,1783,3,TIDAK_VALID,train
233,95,1066,0,BATU,validation
984,136,370,0,BATU,test
4088,3117,2879,2,KERTAS,test
4033,3517,804,1,GUNTING,test
3686,3322,4059,2,KERTAS,train
4035,3511,2894,2,KERTAS,train
181,1393,1439,3,TIDAK_VALID,train
2885,2952,240,1,GUNTING,train
742,2299,4016,3,TIDAK_VALID,train
3175,2365,1064,3,TIDAK_VALID,train
1937,1194,3237,3,TIDAK_VALID,train
133,295,336,0,BATU,train
266,1057,797,0,BATU,train
1013,381,177,0,BATU,train
3441,3516,3193,2,KERTAS,train
3001,3438,3563,2,KERTAS,test
3548,3330,3046,2,KERTAS,train
912,911,2457,3,TIDAK_VALID,train
1162,465,947,0,BATU,train
897,3244,1782,3,TIDAK_VALID,train
3948,3037,936,1,GUNTING,validation
3048,2955,2230,3,TIDAK_VALID,train
3558,3019,803,1,GUNTING,validation
3834,2941,1189,1,GUNTING,validation
642,263,172,0,BATU,train
3941,1830,1443,3,TIDAK_VALID,train
1122,109,500,0,BATU,train
1529,1219,1336,3,TIDAK_VALID,train
3703,3563,3404,2,KERTAS,train
3801,3744,3099,2,KERTAS,test
3464,3144,3221,2,KERTAS,train
4062,3810,3115,2,KERTAS,train
551,378,735,0,BATU,train
601,743,1420,3,TIDAK_VALID,validation
1785,3168,3,3,TIDAK_VALID,validation
2826,2224,3429,3,TIDAK_VALID,train
109,486,918,0,BATU,train
1016,341,146,0,BATU,validation
185,109,828,0,BATU,train
3305,3411,808,1,GUNTING,train
696,677,1018,0,BATU,train
1127,1109,839,0,BATU,validation
1754,3285,1863,3,TIDAK_VALID,train
154,1170,592,0,BATU,train
3646,3100,3018,2,KERTAS,train
587,518,82,0,BATU,train
3785,1623,3932,3,TIDAK_VALID,train
3816,3677,3664,2,KERTAS,train
342,265,839,0,BATU,test
3583,3437,4067,2,KERTAS,train
1011,326,1181,0,BATU,test
197,952,610,0,BATU,train
3187,3749,3777,2,KERTAS,train
2664,2362,3077,3,TIDAK_VALID,train
3965,3417,3834,2,KERTAS,validation
1159,816,653,0,BATU,validation
3283,3605,2964,2,KERTAS,train
3209,4085,4001,2,KERTAS,train
15,626,623,0,BATU,train
3435,3325,3685,2,KERTAS,train
2887,3203,1174,1,GUNTING,train
312,2020,785,3,TIDAK_VALID,validation
1419,1228,2380,3,TIDAK_VALID,train
161,3747,2354,3,TIDAK_VALID,train
3464,3621,855,1,GUNTING,validation
2959,3308,2877,2,KERTAS,train
3558,3726,921,1,GUNTING,train
3180,3740,806,1,GUNTING,train
2786,2052,2220,3,TIDAK_VALID,validation
3925,2903,3759,2,KERTAS,test
3858,3926,260,1,GUNTING,train
695,508,1012,0,BATU,train
2749,1563,3465,3,TIDAK_VALID,validation
576,564,248,0,BATU,validation
3309,3181,2995,2,KERTAS,train
3582,3453,3803,2,KERTAS,validation
3801,3902,70,1,GUNTING,train
522,63,826,0,BATU,train
619,119,22,0,BATU,validation
3698,970,495,3,TIDAK_VALID,train
2957,2880,151,1,GUNTING,train
188,1104,2,0,BATU,test
1076,168,393,0,BATU,train
364,1790,4056,3,TIDAK_VALID,test
4068,722,315,3,TIDAK_VALID,train
2315,1112,3681,3,TIDAK_VALID,test
3629,3140,2574,3,TIDAK_VALID,train
845,134,401,0,BATU,test
3358,3004,2940,2,KERTAS,test
3877,2968,3399,2,KERTAS,test
3869,2912,325,1,GUNTING,train
2869,3626,3166,2,KERTAS,train
3310,3417,3852,2,KERTAS,train
3985,3240,3906,2,KERTAS,validation
27,67,244,0,BATU,test
3925,3189,3650,2,KERTAS,validation
3280,3731,3708,2,KERTAS,validation
3898,3581,3460,2,KERTAS,train
3308,3612,3780,2,KERTAS,test
3365,3396,3191,2,KERTAS,train
912,53,2088,3,TIDAK_VALID,train
1070,962,449,0,BATU,validation
2372,2562,2336,3,TIDAK_VALID,train
3067,3543,2996,2,KERTAS,train
940,862,385,0,BATU,validation
3365,3364,875,1,GUNTING,train
1861,2877,1752,3,TIDAK_VALID,train
3789,3226,1093,1,GUNTING,train
15,684,629,0,BATU,train
4021,3905,3986,2,KERTAS,test
1682,1539,3743,3,TIDAK_VALID,train
654,789,568,0,BATU,train
1007,757,2586,3,TIDAK_VALID,train
3991,3036,481,1,GUNTING,validation
4045,3436,1141,1,GUNTING,validation
3824,3226,988,1,GUNTING,train
3477,3694,3326,2,KERTAS,train
3677,4069,915,1,GUNTING,train
2211,1863,982,3,TIDAK_VALID,train
3916,3573,3474,2,KERTAS,train
3399,3939,2488,3,TIDAK_VALID,train
2768,1525,2100,3,TIDAK_VALID,train
3520,3670,609,1,GUNTING,test
2032,3921,341,3,TIDAK_VALID,test
2974,2919,3649,2,KERTAS,train
2809,1272,4026,3,TIDAK_VALID,train
3848,3954,3375,2,KERTAS,train
327,619,111,0,BATU,train
1143,621,1007,0,BATU,train
31,322,570,0,BATU,train
961,39,525,0,BATU,test
3804,4035,172,1,GUNTING,train
1029,607,142,0,BATU,train
3070,87,913,3,TIDAK_VALID,train
47,836,691,0,BATU,train
3286,3850,156,1,GUNTING,validation
964,876,1092,0,BATU,test
1181,219,245,0,BATU,train
828,274,630,0,BATU,validation
3420,3121,643,1,GUNTING,train
627,39,750,0,BATU,test
30,1156,133,0,BATU,train
870,914,1394,3,TIDAK_VALID,test
1843,3891,1797,3,TIDAK_VALID,train
3108,2894,956,1,GUNTING,validation
3017,2161,3996,3,TIDAK_VALID,train
1874,4080,1464,3,TIDAK_VALID,validation
1077,2928,3923,3,TIDAK_VALID,test
159,295,657,0,BATU,validation
463,2889,3482,3,TIDAK_VALID,train
3049,3415,667,1,GUNTING,train
3122,3233,1014,1,GUNTING,validation
2275,1144,3089,3,TIDAK_VALID,train
3400,3736,984,1,GUNTING,train
853,632,437,0,BATU,test
3738,3367,3038,2,KERTAS,train
3761,3991,637,1,GUNTING,train
3617,3898,3034,2,KERTAS,train
265,0,316,0,BATU,validation
4012,3660,1168,1,GUNTING,train
3627,2962,2908,2,KERTAS,validation
547,672,180,0,BATU,train
4045,3703,664,1,GUNTING,validation
904,433,2149,3,TIDAK_VALID,train
806,338,80,0,BATU,train
3154,4051,3594,2,KERTAS,train
4062,3669,1110,1,GUNTING,validation
367,725,488,0,BATU,train
2478,2080,504,3,TIDAK_VALID,train
257,14,346,0,BATU,test
411,204,554,0,BATU,train
961,919,1001,0,BATU,train
3110,2963,4036,2,KERTAS,train
187,3433,3337,3,TIDAK_VALID,validation
3581,3241,1768,3,TIDAK_VALID,train
2943,3794,631,1,GUNTING,train
1182,1116,860,0,BATU,train
2963,3798,1182,1,GUNTING,train
95,221,654,0,BATU,test
3684,3707,3199,2,KERTAS,test
3215,3387,341,1,GUNTING,train
44,2526,1678,3,TIDAK_VALID,test
3389,4083,3735,2,KERTAS,train
3451,2404,1614,3,TIDAK_VALID,train
3069,3194,119,1,GUNTING,validation
170,904,547,0,BATU,validation
2883,3803,3667,2,KERTAS,test
1476,648,433,3,TIDAK_VALID,train
3651,3499,1045,1,GUNTING,train
3603,3195,3858,2,KERTAS,validation
867,371,1109,0,BATU,train
3553,3396,725,1,GUNTING,test
3516,3637,3105,2,KERTAS,test
3895,2924,214,1,GUNTING,train
3944,3016,140,1,GUNTING,train
3834,3915,488,1,GUNTING,train
4086,2924,755,1,GUNTING,validation
717,247,69,0,BATU,validation
3350,3506,3429,2,KERTAS,test
703,252,2676,3,TIDAK_VALID,train
3880,3118,3056,2,KERTAS,test
3419,3006,697,1,GUNTING,train
1705,1005,3051,3,TIDAK_VALID,train
3100,3853,466,1,GUNTING,validation
1131,1165,360,0,BATU,validation
363,365,594,0,BATU,validation
1085,1454,3920,3,TIDAK_VALID,train
488,370,600,0,BATU,train
3749,3563,610,1,GUNTING,train
2911,1157,2222,3,TIDAK_VALID,train
707,2516,1704,3,TIDAK_VALID,train
4001,869,2829,3,TIDAK_VALID,train
821,579,694,0,BATU,train
3115,2934,171,1,GUNTING,train
1118,362,699,0,BATU,train
2850,2705,3158,3,TIDAK_VALID,train
3607,2935,207,1,GUNTING,train
664,225,394,0,BATU,train
3603,4008,3889,2,KERTAS,train
189,738,147,0,BATU,train
959,1153,895,0,BATU,train
2244,2426,1260,3,TIDAK_VALID,train
407,1106,949,0,BATU,test
3423,2974,886,1,GUNTING,train
650,1085,934,0,BATU,train
3012,3496,203,1,GUNTING,train
3056,4011,936,1,GUNTING,train
3034,3995,2928,2,KERTAS,train
3560,2290,3793,3,TIDAK_VALID,validation
422,1721,2631,3,TIDAK_VALID,validation
3718,3909,3296,2,KERTAS,train
447,386,194,0,BATU,train
3088,3040,3315,2,KERTAS,train
3939,3241,3361,2,KERTAS,test
633,314,1150,0,BATU,train
2920,3407,951,1,GUNTING,train
4056,3393,3207,2,KERTAS,train
3226,4038,485,1,GUNTING,train
99,298,1088,0,BATU,validation
204,2941,976,3,TIDAK_VALID,train
3461,4035,981,1,GUNTING,train
3206,3490,3218,2,KERTAS,train
3716,3739,3064,2,KERTAS,train
962,253,229,0,BATU,train
3930,3346,3883,2,KERTAS,train
4072,2904,891,1,GUNTING,test
3165,2942,1069,1,GUNTING,validation
3634,3034,3104,2,KERTAS,test
3847,1500,167,3,TIDAK_VALID,test
3187,3840,3108,2,KERTAS,train
3812,3962,670,1,GUNTING,train
3360,3719,3919,2,KERTAS,train
183,990,266,0,BATU,validation
3267,3712,50,1,GUNTING,train
3989,3227,3014,2,KERTAS,train
2436,3516,1289,3,TIDAK_VALID,test
239,3192,866,3,TIDAK_VALID,validation
3088,3941,2928,2,KERTAS,test
3831,3548,377,1,GUNTING,train
3304,3027,1060,1,GUNTING,validation
3758,3725,2899,2,KERTAS,train
4006,2898,3535,2,KERTAS,test
567,94,263,0,BATU,test
3010,3149,3766,2,KERTAS,test
4035,3352,3611,2,KERTAS,validation
2876,2897,3950,2,KERTAS,train
2502,2249,3559,3,TIDAK_VALID,train
3088,3826,3601,2,KERTAS,train
3322,4028,3646,2,KERTAS,validation
3205,2898,3192,2,KERTAS,test
905,992,1014,0,BATU,test
960,1124,1166,0,BATU,validation
3950,2998,706,1,GUNTING,train
3128,3708,3884,2,KERTAS,train
3975,3845,1163,1,GUNTING,train
3301,278,1368,3,TIDAK_VALID,train
3591,3003,98,1,GUNTING,train
28,111,887,0,BATU,train
1055,150,1138,0,BATU,train
838,733,2403,3,TIDAK_VALID,train
3344,3867,213,1,GUNTING,test
863,626,918,0,BATU,validation
3758,3215,87,1,GUNTING,train
1068,216,342,0,BATU,validation
3035,3707,603,1,GUNTING,train
3322,1562,4031,3,TIDAK_VALID,train
3566,3167,3350,2,KERTAS,test
2878,3031,2761,3,TIDAK_VALID,train
3337,2775,3976,3,TIDAK_VALID,test
60,288,764,0,BATU,train
799,111,1102,0,BATU,train
2943,2898,737,1,GUNTING,train
3289,3454,3383,2,KERTAS,train
3965,3164,1118,1,GUNTING,test
2912,3645,3980,2,KERTAS,train
1967,2935,2991,3,TIDAK_VALID,train
3412,3173,528,1,GUNTING,train
3222,3726,9,1,GUNTING,train
3384,3414,3964,2,KERTAS,validation
2811,2763,2019,3,TIDAK_VALID,train
3060,2994,618,1,GUNTING,train
2441,2687,830,3,TIDAK_VALID,train
532,538,301,0,BATU,train
3519,3857,3968,2,KERTAS,train
89,1034,68,0,BATU,train
795,421,501,0,BATU,train
3963,3741,497,1,GUNTING,test
3562,3134,1192,1,GUNTING,test
3480,3559,326,1,GUNTING,validation
3110,3510,3033,2,KERTAS,train
3601,3409,300,1,GUNTING,train
3840,3468,3050,2,KERTAS,train
400,1117,651,0,BATU,train
1175,339,772,0,BATU,validation
2945,3772,125,1,GUNTING,train
451,1037,655,0,BATU,validation
3403,4043,3492,2,KERTAS,train
980,779,571,0,BATU,test
3350,1071,4077,3,TIDAK_VALID,train
2179,3898,4076,3,TIDAK_VALID,train
2128,2594,1686,3,TIDAK_VALID,train
3268,3463,2554,3,TIDAK_VALID,train
3660,3870,203,1,GUNTING,test
1208,515,632,0,BATU,train
3400,82,1871,3,TIDAK_VALID,test
3121,3555,659,1,GUNTING,train
3268,2881,2910,2,KERTAS,train
2699,1900,1198,3,TIDAK_VALID,train
797,727,839,0,BATU,validation
338,1209,887,0,BATU,validation
2673,3086,3792,3,TIDAK_VALID,test
3894,3077,752,1,GUNTING,train
694,1009,886,0,BATU,test
2981,2956,228,1,GUNTING,train
